"rownames(HR_result)"	"beta"	"HR"	"HR_CI.95..CI.for.HR."	"Likelihood.test"	"p.value"
"294"	"O14975"	"-0.0018"	"1"	" (0.68-1.5)"	"8.6e-05"	"0.99"
"295"	"O14976"	"0.11"	"1.1"	" (0.77-1.6)"	"0.35"	"0.55"
"296"	"O14979"	"-0.16"	"0.85"	" (0.59-1.2)"	"0.74"	"0.39"
"297"	"O14980"	"0.29"	"1.3"	" (0.92-1.9)"	"2.3"	"0.13"
"298"	"O14981"	"0.035"	"1"	" (0.71-1.5)"	"0.035"	"0.85"
"299"	"O15013"	"-0.22"	"0.8"	" (0.55-1.2)"	"1.3"	"0.25"
"300"	"O15014"	"-0.0051"	"0.99"	" (0.66-1.5)"	"0.00058"	"0.98"
"301"	"O15020"	"0.21"	"1.2"	" (0.85-1.8)"	"1.2"	"0.28"
"302"	"O15021"	"-0.092"	"0.91"	" (0.63-1.3)"	"0.24"	"0.63"
"303"	"O15027"	"-0.06"	"0.94"	" (0.65-1.4)"	"0.1"	"0.75"
"304"	"O15031"	"0.27"	"1.3"	" (0.9-1.9)"	"2.1"	"0.15"
"305"	"O15037"	"-0.09"	"0.91"	" (0.63-1.3)"	"0.22"	"0.64"
"306"	"O15040"	"0.32"	"1.4"	" (0.95-2)"	"2.8"	"0.094"
"307"	"O15042"	"0.27"	"1.3"	" (0.91-1.9)"	"2.1"	"0.15"
"308"	"O15047"	"-0.067"	"0.94"	" (0.65-1.4)"	"0.13"	"0.72"
"309"	"O15056"	"0.26"	"1.3"	" (0.9-1.9)"	"1.9"	"0.16"
"310"	"O15061"	"-0.44"	"0.65"	" (0.45-0.94)"	"5.3"	"0.022"
"311"	"O15063"	"-0.038"	"0.96"	" (0.64-1.5)"	"0.032"	"0.86"
"312"	"O15066"	"-0.018"	"0.98"	" (0.67-1.4)"	"0.0089"	"0.92"
"313"	"O15067"	"0.015"	"1"	" (0.7-1.5)"	"0.006"	"0.94"
"314"	"O15068"	"-0.16"	"0.85"	" (0.59-1.2)"	"0.7"	"0.4"
"315"	"O15075"	"-0.27"	"0.76"	" (0.53-1.1)"	"2"	"0.16"
"316"	"O15084"	"0.096"	"1.1"	" (0.76-1.6)"	"0.26"	"0.61"
"317"	"O15085"	"-0.19"	"0.83"	" (0.57-1.2)"	"1"	"0.31"
"318"	"O15091"	"0.23"	"1.3"	" (0.87-1.8)"	"1.5"	"0.22"
"319"	"O15111"	"-0.046"	"0.95"	" (0.66-1.4)"	"0.06"	"0.81"
"320"	"O15116"	"-0.26"	"0.77"	" (0.53-1.1)"	"1.9"	"0.17"
"321"	"O15117"	"0.33"	"1.4"	" (0.95-2)"	"3"	"0.086"
"322"	"O15118"	"0.84"	"2.3"	" (1.6-3.4)"	"19"	"1.2e-05"
"323"	"O15120"	"-0.065"	"0.94"	" (0.65-1.4)"	"0.12"	"0.73"
"324"	"O15121"	"0.46"	"1.6"	" (1.1-2.3)"	"5.5"	"0.019"
"325"	"O15126"	"-0.04"	"0.96"	" (0.66-1.4)"	"0.045"	"0.83"
"326"	"O15127"	"0.29"	"1.3"	" (0.92-1.9)"	"2.3"	"0.13"
"327"	"O15143"	"0.23"	"1.3"	" (0.87-1.8)"	"1.5"	"0.22"
"328"	"O15144"	"0.21"	"1.2"	" (0.85-1.8)"	"1.2"	"0.27"
"329"	"O15145"	"0.093"	"1.1"	" (0.76-1.6)"	"0.24"	"0.62"
"330"	"O15155"	"-0.32"	"0.73"	" (0.5-1.1)"	"2.8"	"0.094"
"331"	"O15156"	"-0.19"	"0.83"	" (0.56-1.2)"	"0.87"	"0.35"
"332"	"O15160"	"0.24"	"1.3"	" (0.87-1.8)"	"1.6"	"0.21"
"333"	"O15162"	"0.52"	"1.7"	" (1.2-2.5)"	"7.5"	"0.0061"
"334"	"O15164"	"0.017"	"1"	" (0.7-1.5)"	"0.008"	"0.93"
"335"	"O15173"	"-0.33"	"0.72"	" (0.49-1)"	"3"	"0.081"
"336"	"O15182"	"0.071"	"1.1"	" (0.7-1.7)"	"0.1"	"0.75"
"337"	"O15194"	"-0.16"	"0.85"	" (0.57-1.3)"	"0.64"	"0.42"
"338"	"O15195"	"-0.016"	"0.98"	" (0.68-1.4)"	"0.0072"	"0.93"
"339"	"O15204"	"0.3"	"1.4"	" (0.93-2)"	"2.5"	"0.12"
"340"	"O15211"	"-0.062"	"0.94"	" (0.65-1.4)"	"0.11"	"0.74"
"341"	"O15212"	"0.3"	"1.3"	" (0.93-2)"	"2.5"	"0.12"
"342"	"O15213"	"0.28"	"1.3"	" (0.91-1.9)"	"2.1"	"0.14"
"343"	"O15217"	"-0.43"	"0.65"	" (0.42-1)"	"3.5"	"0.06"
"344"	"O15226"	"0.29"	"1.3"	" (0.92-1.9)"	"2.3"	"0.13"
"345"	"O15228"	"0.099"	"1.1"	" (0.76-1.6)"	"0.28"	"0.6"
"346"	"O15229"	"0.25"	"1.3"	" (0.84-2)"	"1.3"	"0.25"
"347"	"O15230"	"-0.23"	"0.8"	" (0.55-1.2)"	"1.4"	"0.23"
"348"	"O15231"	"0.63"	"1.9"	" (1.3-2.7)"	"11"	"0.0011"
"349"	"O15232"	"-0.19"	"0.83"	" (0.57-1.2)"	"0.96"	"0.33"
"350"	"O15234"	"-0.22"	"0.8"	" (0.55-1.2)"	"1.4"	"0.24"
"351"	"O15235"	"0.29"	"1.3"	" (0.93-1.9)"	"2.4"	"0.12"
"352"	"O15240"	"-0.19"	"0.83"	" (0.57-1.2)"	"1"	"0.31"
"353"	"O15247"	"-0.47"	"0.62"	" (0.43-0.9)"	"6.2"	"0.013"
"354"	"O15254"	"0.059"	"1.1"	" (0.73-1.5)"	"0.099"	"0.75"
"355"	"O15258"	"0.17"	"1.2"	" (0.82-1.7)"	"0.78"	"0.38"
"356"	"O15260"	"0.02"	"1"	" (0.7-1.5)"	"0.012"	"0.91"
"357"	"O15264"	"0.13"	"1.1"	" (0.78-1.6)"	"0.44"	"0.51"
"358"	"O15269"	"0.52"	"1.7"	" (1.2-2.5)"	"7.6"	"0.0059"
"359"	"O15270"	"0.48"	"1.6"	" (1.1-2.4)"	"6.5"	"0.011"
"360"	"O15294"	"-0.039"	"0.96"	" (0.66-1.4)"	"0.042"	"0.84"
"361"	"O15296"	"0.18"	"1.2"	" (0.77-1.8)"	"0.64"	"0.42"
"362"	"O15305"	"-0.097"	"0.91"	" (0.63-1.3)"	"0.26"	"0.61"
"363"	"O15321"	"0.086"	"1.1"	" (0.75-1.6)"	"0.21"	"0.65"
"364"	"O15327"	"0.45"	"1.6"	" (1.1-2.3)"	"5.6"	"0.018"
"365"	"O15344"	"-0.24"	"0.78"	" (0.54-1.1)"	"1.6"	"0.2"
"366"	"O15347"	"0.26"	"1.3"	" (0.89-1.9)"	"1.8"	"0.18"
"367"	"O15355"	"0.058"	"1.1"	" (0.73-1.5)"	"0.092"	"0.76"
"368"	"O15357"	"0.11"	"1.1"	" (0.77-1.6)"	"0.32"	"0.57"
"369"	"O15371"	"0.21"	"1.2"	" (0.85-1.8)"	"1.2"	"0.28"
"370"	"O15372"	"0.38"	"1.5"	" (1-2.1)"	"4"	"0.046"
"371"	"O15379"	"0.19"	"1.2"	" (0.83-1.8)"	"1"	"0.32"
"372"	"O15381"	"-0.047"	"0.95"	" (0.66-1.4)"	"0.063"	"0.8"
"373"	"O15382"	"-0.31"	"0.73"	" (0.5-1.1)"	"2.7"	"0.099"
"374"	"O15391"	"-0.12"	"0.88"	" (0.59-1.3)"	"0.36"	"0.55"
"375"	"O15393"	"-0.24"	"0.79"	" (0.52-1.2)"	"1.2"	"0.28"
"376"	"O15394"	"-0.15"	"0.86"	" (0.59-1.3)"	"0.6"	"0.44"
"377"	"O15397"	"0.037"	"1"	" (0.72-1.5)"	"0.039"	"0.84"
"378"	"O15399"	"-0.1"	"0.9"	" (0.61-1.3)"	"0.25"	"0.62"
"379"	"O15400"	"-0.43"	"0.65"	" (0.45-0.95)"	"5.1"	"0.025"
"380"	"O15417"	"-0.028"	"0.97"	" (0.62-1.5)"	"0.015"	"0.9"
"381"	"O15427"	"0.9"	"2.5"	" (1.7-3.6)"	"22"	"3.2e-06"
"382"	"O15431"	"-0.13"	"0.88"	" (0.58-1.3)"	"0.37"	"0.54"
"383"	"O15438"	"-0.066"	"0.94"	" (0.65-1.4)"	"0.12"	"0.73"
"384"	"O15439"	"-0.24"	"0.78"	" (0.54-1.1)"	"1.6"	"0.2"
"385"	"O15446"	"0.13"	"1.1"	" (0.79-1.7)"	"0.5"	"0.48"
"386"	"O15455"	"0.089"	"1.1"	" (0.75-1.6)"	"0.22"	"0.64"
"387"	"O15460"	"0.8"	"2.2"	" (1.5-3.2)"	"17"	"3e-05"
"388"	"O15484"	"0.04"	"1"	" (0.72-1.5)"	"0.045"	"0.83"
"389"	"O15498"	"-0.11"	"0.9"	" (0.62-1.3)"	"0.34"	"0.56"
"390"	"O15504"	"0.11"	"1.1"	" (0.76-1.6)"	"0.31"	"0.58"
"391"	"O15511"	"0.3"	"1.3"	" (0.93-2)"	"2.5"	"0.11"
"392"	"O15514"	"0.0091"	"1"	" (0.7-1.5)"	"0.0023"	"0.96"
"393"	"O15523"	"-0.066"	"0.94"	" (0.65-1.4)"	"0.12"	"0.73"
"394"	"O15525"	"0.18"	"1.2"	" (0.78-1.8)"	"0.68"	"0.41"
"395"	"O15530"	"0.23"	"1.3"	" (0.87-1.8)"	"1.5"	"0.22"
"396"	"O15533"	"0.5"	"1.6"	" (1.1-2.4)"	"6.9"	"0.0087"
"397"	"O15541"	"-0.086"	"0.92"	" (0.63-1.3)"	"0.2"	"0.66"
"398"	"O15551"	"-0.1"	"0.9"	" (0.61-1.3)"	"0.27"	"0.6"
"399"	"O43143"	"0.095"	"1.1"	" (0.76-1.6)"	"0.25"	"0.62"
"400"	"O43148"	"0.16"	"1.2"	" (0.81-1.7)"	"0.73"	"0.39"
"401"	"O43149"	"-0.18"	"0.83"	" (0.57-1.2)"	"0.94"	"0.33"
"402"	"O43150"	"0.18"	"1.2"	" (0.82-1.7)"	"0.86"	"0.35"
"403"	"O43155"	"-0.27"	"0.77"	" (0.52-1.1)"	"1.9"	"0.17"
"404"	"O43156"	"0.024"	"1"	" (0.71-1.5)"	"0.016"	"0.9"
"405"	"O43157"	"-0.28"	"0.76"	" (0.52-1.1)"	"2.1"	"0.14"
"406"	"O43159"	"0.48"	"1.6"	" (1.1-2.3)"	"6.4"	"0.012"
"407"	"O43164"	"0.11"	"1.1"	" (0.74-1.7)"	"0.29"	"0.59"
"408"	"O43166"	"0.38"	"1.5"	" (1-2.1)"	"3.9"	"0.047"
"409"	"O43169"	"-0.0084"	"0.99"	" (0.68-1.4)"	"0.002"	"0.96"
"410"	"O43172"	"0.13"	"1.1"	" (0.79-1.6)"	"0.47"	"0.49"
"411"	"O43175"	"0.12"	"1.1"	" (0.78-1.6)"	"0.38"	"0.54"
"412"	"O43181"	"-0.098"	"0.91"	" (0.63-1.3)"	"0.27"	"0.6"
"413"	"O43189"	"0.13"	"1.1"	" (0.79-1.7)"	"0.5"	"0.48"
"414"	"O43236"	"-0.8"	"0.45"	" (0.31-0.66)"	"17"	"3.8e-05"
"415"	"O43237"	"0.24"	"1.3"	" (0.88-1.8)"	"1.6"	"0.21"
"416"	"O43240"	"0.021"	"1"	" (0.7-1.5)"	"0.012"	"0.91"
"417"	"O43242"	"0.25"	"1.3"	" (0.89-1.9)"	"1.8"	"0.18"
"418"	"O43251"	"0.26"	"1.3"	" (0.89-1.9)"	"1.9"	"0.17"
"419"	"O43252"	"0.26"	"1.3"	" (0.89-1.9)"	"1.8"	"0.17"
"420"	"O43264"	"0.11"	"1.1"	" (0.77-1.6)"	"0.35"	"0.55"
"421"	"O43272"	"0.2"	"1.2"	" (0.83-1.8)"	"1"	"0.31"
"422"	"O43278"	"0.34"	"1.4"	" (0.97-2)"	"3.3"	"0.071"
"423"	"O43290"	"0.069"	"1.1"	" (0.74-1.6)"	"0.13"	"0.71"
"424"	"O43291"	"0.37"	"1.4"	" (0.99-2.1)"	"3.6"	"0.058"
"425"	"O43292"	"0.24"	"1.3"	" (0.88-1.8)"	"1.6"	"0.21"
"426"	"O43293"	"0.032"	"1"	" (0.71-1.5)"	"0.028"	"0.87"
"427"	"O43294"	"0.062"	"1.1"	" (0.73-1.5)"	"0.11"	"0.74"
"428"	"O43299"	"-0.22"	"0.8"	" (0.55-1.2)"	"1.3"	"0.25"
"429"	"O43301"	"-0.55"	"0.58"	" (0.4-0.84)"	"8.4"	"0.0038"
"430"	"O43306"	"-0.1"	"0.9"	" (0.61-1.3)"	"0.27"	"0.61"
"431"	"O43310"	"-0.39"	"0.68"	" (0.47-0.99)"	"4.1"	"0.042"
"432"	"O43312"	"0.039"	"1"	" (0.72-1.5)"	"0.043"	"0.84"
"433"	"O43314"	"0.39"	"1.5"	" (1-2.1)"	"4.2"	"0.039"
"434"	"O43318"	"0.4"	"1.5"	" (1-2.2)"	"4.5"	"0.034"
"435"	"O43324"	"-0.037"	"0.96"	" (0.66-1.4)"	"0.039"	"0.84"
"436"	"O43325"	"-0.4"	"0.67"	" (0.43-1)"	"3.3"	"0.071"
"437"	"O43353"	"0.18"	"1.2"	" (0.82-1.7)"	"0.87"	"0.35"
"438"	"O43390"	"0.066"	"1.1"	" (0.74-1.5)"	"0.12"	"0.73"
"439"	"O43395"	"0.14"	"1.2"	" (0.8-1.7)"	"0.57"	"0.45"
"440"	"O43396"	"-0.13"	"0.88"	" (0.61-1.3)"	"0.44"	"0.51"
"441"	"O43399"	"0.18"	"1.2"	" (0.83-1.7)"	"0.9"	"0.34"
"442"	"O43402"	"-0.29"	"0.75"	" (0.51-1.1)"	"2.4"	"0.12"
"443"	"O43414"	"-0.3"	"0.74"	" (0.51-1.1)"	"2.6"	"0.11"
"444"	"O43422"	"-0.13"	"0.88"	" (0.6-1.3)"	"0.5"	"0.48"
"445"	"O43426"	"0.11"	"1.1"	" (0.77-1.6)"	"0.34"	"0.56"
"446"	"O43427"	"-0.39"	"0.67"	" (0.46-0.98)"	"4.3"	"0.038"
"447"	"O43432"	"0.15"	"1.2"	" (0.8-1.7)"	"0.63"	"0.43"
"448"	"O43447"	"0.086"	"1.1"	" (0.75-1.6)"	"0.2"	"0.65"
"449"	"O43451"	"0.35"	"1.4"	" (0.94-2.1)"	"2.8"	"0.091"
"450"	"O43464"	"0.12"	"1.1"	" (0.78-1.6)"	"0.39"	"0.53"
"451"	"O43488"	"-0.27"	"0.76"	" (0.52-1.1)"	"2.1"	"0.15"
"452"	"O43490"	"0.51"	"1.7"	" (1.1-2.4)"	"7.2"	"0.0074"
"453"	"O43491"	"-0.53"	"0.59"	" (0.41-0.86)"	"7.6"	"0.0057"
"454"	"O43493"	"-0.19"	"0.82"	" (0.57-1.2)"	"1.1"	"0.3"
"455"	"O43504"	"-0.19"	"0.83"	" (0.57-1.2)"	"1"	"0.32"
"456"	"O43505"	"-0.36"	"0.7"	" (0.48-1)"	"3.6"	"0.056"
"457"	"O43516"	"-0.17"	"0.85"	" (0.58-1.2)"	"0.77"	"0.38"
"458"	"O43520"	"0.054"	"1.1"	" (0.73-1.5)"	"0.083"	"0.77"
"459"	"O43524"	"-0.065"	"0.94"	" (0.65-1.4)"	"0.12"	"0.73"
"460"	"O43556"	"-0.2"	"0.82"	" (0.56-1.2)"	"1.2"	"0.28"
"461"	"O43566"	"0.35"	"1.4"	" (0.98-2.1)"	"3.4"	"0.066"
"462"	"O43567"	"0.15"	"1.2"	" (0.8-1.7)"	"0.62"	"0.43"
"463"	"O43570"	"0.072"	"1.1"	" (0.7-1.6)"	"0.11"	"0.74"
"464"	"O43572"	"0.26"	"1.3"	" (0.9-1.9)"	"1.9"	"0.17"
"465"	"O43581"	"0.16"	"1.2"	" (0.77-1.8)"	"0.57"	"0.45"
"466"	"O43583"	"0.055"	"1.1"	" (0.73-1.5)"	"0.083"	"0.77"
"467"	"O43586"	"0.32"	"1.4"	" (0.95-2)"	"2.9"	"0.091"
"468"	"O43592"	"0.2"	"1.2"	" (0.85-1.8)"	"1.2"	"0.28"
"469"	"O43598"	"-0.1"	"0.9"	" (0.62-1.3)"	"0.29"	"0.59"
"470"	"O43615"	"-0.057"	"0.94"	" (0.65-1.4)"	"0.091"	"0.76"
"471"	"O43617"	"0.16"	"1.2"	" (0.81-1.7)"	"0.73"	"0.39"
"472"	"O43633"	"0.024"	"1"	" (0.71-1.5)"	"0.017"	"0.9"
"473"	"O43639"	"-0.01"	"0.99"	" (0.68-1.4)"	"0.003"	"0.96"
"474"	"O43653"	"0.11"	"1.1"	" (0.76-1.6)"	"0.33"	"0.57"
"475"	"O43657"	"-0.28"	"0.75"	" (0.52-1.1)"	"2.3"	"0.13"
"476"	"O43660"	"0.098"	"1.1"	" (0.76-1.6)"	"0.27"	"0.61"
"477"	"O43663"	"0.048"	"1"	" (0.68-1.6)"	"0.049"	"0.82"
"478"	"O43665"	"0.012"	"1"	" (0.7-1.5)"	"0.0038"	"0.95"
"479"	"O43670"	"0.18"	"1.2"	" (0.83-1.7)"	"0.95"	"0.33"
"480"	"O43674"	"0.15"	"1.2"	" (0.8-1.7)"	"0.61"	"0.44"
"481"	"O43676"	"-0.0089"	"0.99"	" (0.68-1.4)"	"0.0022"	"0.96"
"482"	"O43677"	"-0.5"	"0.6"	" (0.41-0.89)"	"6.5"	"0.011"
"483"	"O43678"	"-0.3"	"0.74"	" (0.51-1.1)"	"2.5"	"0.11"
"484"	"O43681"	"0.019"	"1"	" (0.7-1.5)"	"0.0099"	"0.92"
"485"	"O43684"	"-0.072"	"0.93"	" (0.64-1.3)"	"0.14"	"0.7"
"486"	"O43688"	"-0.047"	"0.95"	" (0.64-1.4)"	"0.055"	"0.81"
"487"	"O43704"	"-0.082"	"0.92"	" (0.64-1.3)"	"0.19"	"0.67"
"488"	"O43707"	"0.35"	"1.4"	" (0.98-2.1)"	"3.4"	"0.065"
"489"	"O43708"	"-0.079"	"0.92"	" (0.64-1.3)"	"0.17"	"0.68"
"490"	"O43709"	"-0.29"	"0.75"	" (0.51-1.1)"	"2.2"	"0.14"
"491"	"O43715"	"-0.35"	"0.7"	" (0.49-1)"	"3.4"	"0.064"
"492"	"O43716"	"-0.17"	"0.84"	" (0.58-1.2)"	"0.74"	"0.39"
"493"	"O43719"	"0.12"	"1.1"	" (0.78-1.6)"	"0.4"	"0.53"
"494"	"O43731"	"-0.1"	"0.9"	" (0.62-1.3)"	"0.28"	"0.6"
"495"	"O43739"	"-0.46"	"0.63"	" (0.43-0.91)"	"5.9"	"0.015"
"496"	"O43741"	"-0.041"	"0.96"	" (0.66-1.4)"	"0.048"	"0.83"
"497"	"O43747"	"0.32"	"1.4"	" (0.95-2)"	"2.8"	"0.093"
"498"	"O43752"	"0.12"	"1.1"	" (0.78-1.6)"	"0.39"	"0.53"
"499"	"O43759"	"-0.44"	"0.64"	" (0.44-0.93)"	"5.4"	"0.02"
"500"	"O43760"	"-0.007"	"0.99"	" (0.69-1.4)"	"0.0014"	"0.97"
"501"	"O43765"	"-0.019"	"0.98"	" (0.68-1.4)"	"0.01"	"0.92"
"502"	"O43768"	"0.14"	"1.1"	" (0.79-1.7)"	"0.51"	"0.47"
"503"	"O43772"	"-0.22"	"0.8"	" (0.55-1.2)"	"1.4"	"0.24"
"504"	"O43776"	"-0.028"	"0.97"	" (0.67-1.4)"	"0.022"	"0.88"
"505"	"O43795"	"-0.073"	"0.93"	" (0.64-1.3)"	"0.15"	"0.7"
"506"	"O43805"	"-0.15"	"0.86"	" (0.6-1.3)"	"0.6"	"0.44"
"507"	"O43809"	"0.33"	"1.4"	" (0.96-2)"	"3"	"0.083"
"508"	"O43813"	"-0.19"	"0.83"	" (0.57-1.2)"	"0.98"	"0.32"
"509"	"O43815"	"-0.027"	"0.97"	" (0.67-1.4)"	"0.021"	"0.89"
"510"	"O43818"	"0.03"	"1"	" (0.71-1.5)"	"0.026"	"0.87"
"511"	"O43819"	"-0.26"	"0.77"	" (0.53-1.1)"	"1.8"	"0.18"
"512"	"O43822"	"0.11"	"1.1"	" (0.72-1.7)"	"0.24"	"0.62"
"513"	"O43823"	"0.21"	"1.2"	" (0.85-1.8)"	"1.2"	"0.27"
"514"	"O43824"	"-0.18"	"0.83"	" (0.58-1.2)"	"0.91"	"0.34"
"515"	"O43826"	"0.00067"	"1"	" (0.68-1.5)"	"1.2e-05"	"1"
"516"	"O43837"	"-0.29"	"0.75"	" (0.52-1.1)"	"2.3"	"0.13"
"517"	"O43847"	"0.35"	"1.4"	" (0.97-2)"	"3.3"	"0.068"
"518"	"O43852"	"0.33"	"1.4"	" (0.96-2)"	"3"	"0.081"
"519"	"O43854"	"0.29"	"1.3"	" (0.92-1.9)"	"2.3"	"0.13"
"520"	"O43861"	"-0.043"	"0.96"	" (0.65-1.4)"	"0.048"	"0.83"
"521"	"O43865"	"-0.35"	"0.71"	" (0.49-1)"	"3.3"	"0.068"
"522"	"O43866"	"0.13"	"1.1"	" (0.79-1.7)"	"0.5"	"0.48"
"523"	"O43896"	"-0.0039"	"1"	" (0.69-1.4)"	"0.00042"	"0.98"
"524"	"O43909"	"-0.14"	"0.87"	" (0.59-1.3)"	"0.54"	"0.46"
"525"	"O43913"	"0.11"	"1.1"	" (0.77-1.6)"	"0.34"	"0.56"
"526"	"O43914"	"0.013"	"1"	" (0.69-1.5)"	"0.0041"	"0.95"
"527"	"O43920"	"-0.14"	"0.87"	" (0.6-1.3)"	"0.58"	"0.45"
"528"	"O43924"	"-0.061"	"0.94"	" (0.64-1.4)"	"0.095"	"0.76"
"529"	"O43929"	"0.17"	"1.2"	" (0.8-1.7)"	"0.71"	"0.4"
"530"	"O43933"	"0.21"	"1.2"	" (0.83-1.8)"	"1.1"	"0.29"
"531"	"O60216"	"0.17"	"1.2"	" (0.82-1.7)"	"0.82"	"0.36"
"532"	"O60218"	"-0.21"	"0.81"	" (0.56-1.2)"	"1.3"	"0.26"
"533"	"O60220"	"-0.45"	"0.64"	" (0.43-0.94)"	"5.2"	"0.023"
"534"	"O60229"	"-0.33"	"0.72"	" (0.48-1.1)"	"2.6"	"0.1"
"535"	"O60231"	"0.27"	"1.3"	" (0.9-1.9)"	"2"	"0.16"
"536"	"O60232"	"0.18"	"1.2"	" (0.83-1.7)"	"0.92"	"0.34"
"537"	"O60234"	"0.35"	"1.4"	" (0.97-2.1)"	"3.4"	"0.067"
"538"	"O60237"	"-0.43"	"0.65"	" (0.45-0.94)"	"5.1"	"0.024"
"539"	"O60238"	"-0.012"	"0.99"	" (0.66-1.5)"	"0.0031"	"0.96"
"540"	"O60240"	"-0.24"	"0.78"	" (0.53-1.2)"	"1.5"	"0.22"
"541"	"O60244"	"0.25"	"1.3"	" (0.88-1.9)"	"1.7"	"0.19"
"542"	"O60245"	"0.27"	"1.3"	" (0.9-1.9)"	"2"	"0.15"
"543"	"O60256"	"-0.43"	"0.65"	" (0.45-0.94)"	"5.1"	"0.024"
"544"	"O60262"	"-0.2"	"0.82"	" (0.56-1.2)"	"1"	"0.31"
"545"	"O60264"	"0.086"	"1.1"	" (0.75-1.6)"	"0.21"	"0.65"
"546"	"O60266"	"0.6"	"1.8"	" (1.2-2.8)"	"7.7"	"0.0054"
"547"	"O60268"	"-0.24"	"0.79"	" (0.55-1.1)"	"1.5"	"0.21"
"548"	"O60271"	"0.047"	"1"	" (0.72-1.5)"	"0.063"	"0.8"
"549"	"O60287"	"0.079"	"1.1"	" (0.75-1.6)"	"0.17"	"0.68"
"550"	"O60291"	"0.1"	"1.1"	" (0.74-1.7)"	"0.25"	"0.62"
"551"	"O60292"	"-0.02"	"0.98"	" (0.68-1.4)"	"0.012"	"0.91"
"552"	"O60293"	"0.1"	"1.1"	" (0.75-1.6)"	"0.27"	"0.6"
"553"	"O60303"	"0.12"	"1.1"	" (0.73-1.8)"	"0.31"	"0.58"
"554"	"O60306"	"-0.015"	"0.98"	" (0.68-1.4)"	"0.0065"	"0.94"
"555"	"O60307"	"-0.12"	"0.89"	" (0.6-1.3)"	"0.36"	"0.55"
"556"	"O60313"	"0.06"	"1.1"	" (0.73-1.5)"	"0.1"	"0.75"
"557"	"O60315"	"-0.16"	"0.86"	" (0.58-1.3)"	"0.59"	"0.44"
"558"	"O60318"	"0.17"	"1.2"	" (0.82-1.7)"	"0.8"	"0.37"
"559"	"O60331"	"-0.46"	"0.63"	" (0.43-0.92)"	"5.9"	"0.015"
"560"	"O60333"	"0.34"	"1.4"	" (0.97-2)"	"3.2"	"0.072"
"561"	"O60336"	"-0.0038"	"1"	" (0.67-1.5)"	"0.00034"	"0.99"
"562"	"O60341"	"0.38"	"1.5"	" (1-2.1)"	"3.9"	"0.047"
"563"	"O60343"	"-0.16"	"0.85"	" (0.59-1.2)"	"0.72"	"0.4"
"564"	"O60346"	"-0.13"	"0.87"	" (0.6-1.3)"	"0.46"	"0.5"
"565"	"O60353"	"0.38"	"1.5"	" (1-2.1)"	"3.9"	"0.05"
"566"	"O60361"	"0.12"	"1.1"	" (0.77-1.6)"	"0.37"	"0.54"
"567"	"O60422"	"0.14"	"1.2"	" (0.8-1.7)"	"0.56"	"0.45"
"568"	"O60423"	"0.4"	"1.5"	" (0.96-2.3)"	"3.2"	"0.072"
"569"	"O60437"	"0.59"	"1.8"	" (1.2-2.6)"	"9.6"	"0.002"
"570"	"O60443"	"0.19"	"1.2"	" (0.83-1.8)"	"1"	"0.31"
"571"	"O60447"	"-0.27"	"0.76"	" (0.53-1.1)"	"2"	"0.15"
"572"	"O60449"	"0.37"	"1.4"	" (0.99-2.1)"	"3.7"	"0.054"
"573"	"O60462"	"0.65"	"1.9"	" (1.3-2.8)"	"11"	"0.00071"
"574"	"O60476"	"-0.25"	"0.78"	" (0.54-1.1)"	"1.7"	"0.2"
"575"	"O60486"	"-0.11"	"0.9"	" (0.62-1.3)"	"0.32"	"0.57"
"576"	"O60487"	"0.21"	"1.2"	" (0.82-1.9)"	"1"	"0.31"
"577"	"O60488"	"0.23"	"1.3"	" (0.87-1.8)"	"1.4"	"0.23"
"578"	"O60493"	"-0.24"	"0.79"	" (0.54-1.1)"	"1.6"	"0.2"
"579"	"O60496"	"0.013"	"1"	" (0.7-1.5)"	"0.0046"	"0.95"
"580"	"O60499"	"-0.06"	"0.94"	" (0.65-1.4)"	"0.1"	"0.75"
"581"	"O60502"	"0.39"	"1.5"	" (1-2.1)"	"4.2"	"0.041"
"582"	"O60504"	"-0.69"	"0.5"	" (0.34-0.73)"	"13"	"0.00032"
"583"	"O60506"	"0.082"	"1.1"	" (0.75-1.6)"	"0.19"	"0.66"
"584"	"O60507"	"-0.33"	"0.72"	" (0.5-1)"	"2.9"	"0.087"
"585"	"O60508"	"0.13"	"1.1"	" (0.79-1.7)"	"0.49"	"0.49"
"586"	"O60513"	"-0.28"	"0.75"	" (0.52-1.1)"	"2.2"	"0.14"
"587"	"O60518"	"0.2"	"1.2"	" (0.84-1.8)"	"1.1"	"0.3"
"588"	"O60524"	"0.36"	"1.4"	" (0.98-2.1)"	"3.5"	"0.06"
"589"	"O60547"	"-0.49"	"0.61"	" (0.42-0.89)"	"6.6"	"0.01"
"590"	"O60548"	"-0.27"	"0.76"	" (0.49-1.2)"	"1.4"	"0.23"
"591"	"O60551"	"-0.36"	"0.7"	" (0.47-1)"	"3.4"	"0.066"
"592"	"O60563"	"-0.022"	"0.98"	" (0.67-1.4)"	"0.012"	"0.91"
"593"	"O60565"	"0.13"	"1.1"	" (0.79-1.7)"	"0.48"	"0.49"
"594"	"O60568"	"0.47"	"1.6"	" (1.1-2.3)"	"6.1"	"0.014"
"595"	"O60573"	"0.32"	"1.4"	" (0.95-2)"	"2.8"	"0.095"
