symbol	Entrez	UNIPROT	EV_number of experiment	Colorectal cancer cells	Ovarian cancer cells	Breast cancer cells	Kidney cancer cells	Glioblastoma cells	Lung cancer cells	Stomach cancer cells	Hepatoma cells	Pancreatic cancer cells	Pancreatic adenocarcinoma cells
GSTO1	9446	P78417	34	15	8	4	2	0	5	0	0	0	0
ARF5	381	P84085	34	19	9	4	1	0	1	0	0	0	0
PTK7	5754	Q13308	34	15	8	4	2	0	5	0	0	0	0
SET	6418	Q01105	34	17	8	3	1	0	5	0	0	0	0
HIST1H1C	3006	P16403	34	18	8	1	5	1	1	0	0	0	0
RPS24	6229	P62847	34	21	6	4	0	3	0	0	0	0	0
TNPO1	3842	Q92973	34	14	11	4	2	0	3	0	0	0	0
PFKP	5214	Q01813	34	16	8	4	2	1	3	0	0	0	0
ATP6V1E1	529	P36543	34	15	8	3	3	1	4	0	0	0	0
SRSF7	6432	Q16629	34	14	10	2	3	2	3	0	0	0	0
PRDX5	25824	P30044	34	12	9	4	5	0	4	0	0	0	0
KRT19	3880	P08727	34	21	7	3	2	0	1	0	0	0	0
PTGES3	10728	Q15185	34	17	8	3	3	0	3	0	0	0	0
CAB39	51719	Q9Y376	34	14	8	6	4	0	2	0	0	0	0
ALDH9A1	223	P49189	34	10	9	1	4	4	6	0	0	0	0
HSPA9	3313	P38646	34	12	7	5	3	1	5	0	0	0	1
MYH14	79784	Q7Z406	34	18	8	4	2	0	2	0	0	0	0
CALM1	801	P0DP23	34	15	9	4	1	2	3	0	0	0	0
MITD1	129531	Q8WV92	34	16	8	2	4	0	4	0	0	0	0
RANGAP1	5905	P46060	34	14	9	3	0	0	8	0	0	0	0
TNIK	23043	Q9UKE5	34	21	9	2	0	1	1	0	0	0	0
UBA6	55236	A0AVT1	34	14	6	4	1	0	9	0	0	0	0
FLII	2314	Q13045	34	9	7	4	3	0	11	0	0	0	0
PSAP	5660	P07602	34	5	8	4	3	8	6	0	0	0	0
CUL4A	8451	Q13619	34	18	8	0	2	0	6	0	0	0	0
SLC25A5	292	P05141	34	14	10	3	2	1	4	0	0	0	0
CAPN2	824	P17655	34	19	8	3	0	0	4	0	0	0	0
NAMPT	10135	P43490	34	12	9	4	4	0	5	0	0	0	0
XPO7	23039	Q9UIA9	34	16	11	1	1	0	5	0	0	0	0
EPS8	2059	Q12929	34	12	7	1	4	0	10	0	0	0	0
ITGA1	3672	P56199	34	15	8	2	2	0	7	0	0	0	0
CKAP5	9793	Q14008	34	12	10	2	4	0	6	0	0	0	0
CAT	847	P04040	34	7	4	4	4	6	9	0	0	0	0
EPS8L2	64787	Q9H6S3	34	15	7	2	2	0	8	0	0	0	0
HIST4H4	121504	P62805	33	16	6	1	0	10	0	0	0	0	0
ANXA7	310	P20073	33	16	7	5	1	1	3	0	0	0	0
PGAM1	5223	P18669	33	16	8	2	2	1	4	0	0	0	0
LDHA	3939	P00338	33	20	6	4	2	0	1	0	0	0	0
RPSA	3921	P08865	33	16	9	5	1	1	1	0	0	0	0
RPS2	6187	P15880	33	15	6	4	5	0	3	0	0	0	0
PRDX6	9588	P30041	33	15	8	4	2	1	3	0	0	0	0
PPP2R1A	5518	P30153	33	14	6	4	4	0	5	0	0	0	0
ANXA11	311	P50995	33	17	9	3	1	1	2	0	0	0	0
HSP90B1	7184	P14625	33	17	8	2	2	3	1	0	0	0	0
SLC44A1	23446	Q8WWI5	33	19	7	2	4	0	1	0	0	0	0
EEF1D	1936	P29692	33	14	10	1	3	0	4	0	0	0	1
PARK7	11315	Q99497	33	17	9	2	1	0	4	0	0	0	0
PCBP2	5094	Q15366	33	19	6	4	3	0	1	0	0	0	0
F11R	50848	Q9Y624	33	16	7	4	4	0	2	0	0	0	0
CD59	966	P13987	33	17	7	3	4	2	0	0	0	0	0
RPL10A	4736	P62906	33	15	10	2	1	2	3	0	0	0	0
RDX	5962	P35241	33	15	11	2	2	1	2	0	0	0	0
DNAJA2	10294	O60884	33	16	10	4	0	1	2	0	0	0	0
LYN	4067	P07948	33	15	8	4	3	0	3	0	0	0	0
RPS7	6201	P62081	33	20	8	3	1	0	1	0	0	0	0
ITGB4	3691	P16144	33	18	11	0	4	0	0	0	0	0	0
DDX39B	7919	Q13838	33	10	8	5	5	0	5	0	0	0	0
MIF	4282	P14174	33	13	6	3	6	1	4	0	0	0	0
RAB13	5872	P51153	33	17	8	4	2	1	1	0	0	0	0
PLSCR3	57048	Q9NRY6	33	17	8	2	3	0	3	0	0	0	0
COPA	1314	P53621	33	18	8	1	4	1	1	0	0	0	0
SYNCRIP	10492	O60506	33	15	8	2	2	0	5	0	0	0	1
NDRG1	10397	Q92597	33	15	8	2	2	1	5	0	0	0	0
ACOT7	11332	O00154	33	13	7	2	2	1	8	0	0	0	0
ATP5B	506	P06576	33	17	6	3	3	2	2	0	0	0	0
KPNA2	3838	P52292	33	10	8	1	4	0	10	0	0	0	0
NAP1L4	4676	Q99733	33	12	6	2	2	0	11	0	0	0	0
PYGL	5836	P06737	33	14	9	3	2	4	1	0	0	0	0
ICAM1	3383	P05362	33	11	9	4	0	0	9	0	0	0	0
NACA	4666	E9PAV3	33	16	7	3	3	0	4	0	0	0	0
PSMD1	5707	Q99460	33	17	9	1	1	1	4	0	0	0	0
EIF3F	8665	O00303	33	17	4	2	0	1	9	0	0	0	0
MAPRE1	22919	Q15691	33	12	7	2	3	0	9	0	0	0	0
COPS4	51138	Q9BT78	33	9	8	5	2	0	9	0	0	0	0
PSME1	5720	Q06323	33	16	10	2	2	0	3	0	0	0	0
RPL9	6133	P32969	33	17	7	4	2	1	2	0	0	0	0
CD109	135228	Q6YHK3	33	9	9	4	1	7	3	0	0	0	0
AK2	204	P54819	33	12	10	3	5	0	3	0	0	0	0
EIF2S1	1965	P05198	33	16	10	4	1	0	2	0	0	0	0
EPHB4	2050	P54760	33	15	8	5	2	0	3	0	0	0	0
PSMB4	5692	P28070	33	11	7	1	3	8	3	0	0	0	0
RPL23A	6147	P62750	33	17	7	3	4	1	1	0	0	0	0
CASK	8573	O14936	33	12	10	3	3	0	5	0	0	0	0
DSG2	1829	Q14126	33	19	7	3	2	0	2	0	0	0	0
SRSF1	6426	Q07955	33	12	9	4	4	1	3	0	0	0	0
TGM2	7052	P21980	33	9	8	2	3	0	11	0	0	0	0
TXNRD1	7296	Q16881	33	14	10	3	1	0	5	0	0	0	0
FEN1	2237	P39748	33	14	9	3	5	0	2	0	0	0	0
ABCC1	4363	P33527	33	14	8	5	5	0	1	0	0	0	0
PDIA4	9601	P13667	33	13	9	3	5	2	1	0	0	0	0
TWF2	11344	Q6IBS0	33	15	6	2	1	0	9	0	0	0	0
GNG5	2787	P63218	33	14	6	5	6	0	2	0	0	0	0
CUL4B	8450	Q13620	33	19	8	1	4	1	0	0	0	0	0
ACTR1B	10120	P42025	33	18	12	2	0	0	1	0	0	0	0
CHMP5	51510	Q9NZZ3	33	15	8	3	5	1	1	0	0	0	0
HSD17B4	3295	P51659	33	14	9	1	4	0	5	0	0	0	0
TUFM	7284	P49411	33	13	10	5	1	1	2	0	0	0	1
EIF3I	8668	Q13347	33	19	8	1	3	0	2	0	0	0	0
AP1G1	164	O43747	33	17	9	1	2	0	4	0	0	0	0
EPHB1	2047	P54762	33	20	5	3	1	0	4	0	0	0	0
STAM	8027	Q92783	33	10	10	3	1	0	9	0	0	0	0
ERP44	23071	Q9BS26	33	11	9	3	5	0	5	0	0	0	0
PTP4A2	8073	Q12974	33	15	10	1	2	0	5	0	0	0	0
HIST1H4D	8360	B2R4R0	32	15	6	1	0	10	0	0	0	0	0
HIST1H4F	8361	B2R4R0	32	15	6	1	0	10	0	0	0	0	0
HIST1H4K	8362	B2R4R0	32	15	6	1	0	10	0	0	0	0	0
HIST1H4J	8363	B2R4R0	32	15	6	1	0	10	0	0	0	0	0
HIST1H4C	8364	B2R4R0	32	15	6	1	0	10	0	0	0	0	0
HIST1H4H	8365	B2R4R0	32	15	6	1	0	10	0	0	0	0	0
HIST1H4B	8366	B2R4R0	32	15	6	1	0	10	0	0	0	0	0
HIST1H4E	8367	B2R4R0	32	15	6	1	0	10	0	0	0	0	0
HIST1H4L	8368	B2R4R0	32	15	6	1	0	10	0	0	0	0	0
HIST2H4A	8370	B2R4R0	32	15	6	1	0	10	0	0	0	0	0
HIST2H4B	554313	B2R4R0	32	15	6	1	0	10	0	0	0	0	0
HIST1H2BG	8339	P62807	32	16	5	6	1	0	4	0	0	0	0
RPS3	6188	P23396	32	17	9	4	1	1	0	0	0	0	0
TUBA1B	10376	P68363	32	20	4	2	3	2	1	0	0	0	0
CCT8	10694	P50990	32	18	6	1	1	1	5	0	0	0	0
PEBP1	5037	P30086	32	14	8	3	2	0	5	0	0	0	0
PPP1CA	5499	P62136	32	17	7	1	4	0	3	0	0	0	0
PLXNB2	23654	O15031	32	14	10	4	1	2	1	0	0	0	0
IPO5	3843	O00410	32	16	8	2	3	0	3	0	0	0	0
NAP1L1	4673	P55209	32	16	10	2	2	0	1	0	0	0	1
WDR1	9948	O75083	32	13	8	2	3	2	4	0	0	0	0
PDCD6	10016	O75340	32	21	7	3	0	0	1	0	0	0	0
FAM125A	93343	Q96EY5	32	19	8	2	2	0	1	0	0	0	0
MYO1C	4641	O00159	32	15	10	3	1	0	3	0	0	0	0
AP2B1	163	P63010	32	19	7	4	1	1	0	0	0	0	0
ARF4	378	P18085	32	17	8	3	1	1	2	0	0	0	0
EIF4A2	1974	Q14240	32	16	9	3	2	0	2	0	0	0	0
MYH10	4628	P35580	32	18	7	4	2	0	1	0	0	0	0
H2AFX	3014	P16104	32	21	3	0	1	3	4	0	0	0	0
HNRNPD	3184	Q14103	32	15	7	3	3	0	4	0	0	0	0
HSPA2	3306	P54652	32	22	3	2	4	1	0	0	0	0	0
AARS	16	P49588	32	15	7	2	5	0	3	0	0	0	0
ACTC1	70	P68032	32	15	9	3	3	1	1	0	0	0	0
TUBB4A	10382	P04350	32	18	8	3	1	0	2	0	0	0	0
HLA-B	3106	P01889	32	15	5	4	2	0	6	0	0	0	0
RAB5A	5868	P20339	32	19	6	1	5	0	1	0	0	0	0
RPL17	6139	P18621	32	15	8	3	2	3	1	0	0	0	0
EIF4A3	9775	P38919	32	16	7	2	2	1	4	0	0	0	0
SEPTIN7	989	Q16181	32	15	6	1	3	1	6	0	0	0	0
GDI1	2664	P31150	32	16	10	2	1	0	3	0	0	0	0
RPL24	6152	P83731	32	15	9	2	3	2	1	0	0	0	0
HIST1H1B	3009	P16401	32	11	7	1	5	0	8	0	0	0	0
HSPA1L	3305	P34931	32	18	4	5	2	0	3	0	0	0	0
ARPC3	10094	O15145	32	12	10	3	2	2	3	0	0	0	0
RACGAP1	29127	Q9H0H5	32	13	8	5	1	0	5	0	0	0	0
CANX	821	P27824	32	14	7	2	4	1	4	0	0	0	0
SRI	6717	P30626	32	15	10	2	1	1	3	0	0	0	0
PRPF8	10594	Q6P2Q9	32	11	8	4	2	3	4	0	0	0	0
EPHB2	2048	P29323	32	19	10	1	1	0	1	0	0	0	0
RPS19	6223	P39019	32	13	8	4	4	1	2	0	0	0	0
CFL2	1073	Q9Y281	32	18	7	3	3	0	1	0	0	0	0
DIAPH1	1729	O60610	32	15	7	4	3	0	3	0	0	0	0
EIF4G1	1981	Q04637	32	10	9	4	4	0	5	0	0	0	0
SQSTM1	8878	Q13501	32	8	11	2	5	0	6	0	0	0	0
STRAP	11171	Q9Y3F4	32	16	5	1	2	0	8	0	0	0	0
RAB21	23011	Q9UL25	32	11	10	4	2	0	5	0	0	0	0
EEF1B2	1933	P24534	32	15	10	1	3	1	1	0	0	0	1
SLC16A3	9123	O15427	32	14	7	4	4	0	3	0	0	0	0
DPP3	10072	Q9NY33	32	15	7	1	1	0	8	0	0	0	0
PFKL	5211	P17858	32	13	9	3	3	0	4	0	0	0	0
RECQL	5965	P46063	32	8	11	4	3	0	6	0	0	0	0
RPS15A	6210	P62244	32	13	8	3	5	1	2	0	0	0	0
BAIAP2	10458	Q9UQB8	32	16	9	0	4	0	3	0	0	0	0
PGLS	25796	O95336	32	18	6	3	2	0	3	0	0	0	0
ITCH	83737	Q96J02	32	12	11	4	3	0	2	0	0	0	0
GSTM3	2947	P21266	32	9	8	3	2	0	10	0	0	0	0
HNRNPF	3185	P52597	32	12	9	1	4	0	6	0	0	0	0
MAP4K4	9448	O95819	32	19	7	2	1	1	2	0	0	0	0
SEC24C	9632	P53992	32	15	7	3	4	0	3	0	0	0	0
ADSL	158	P30566	32	13	9	4	2	0	4	0	0	0	0
PTPRA	5786	P18433	32	14	6	5	3	0	4	0	0	0	0
RBBP4	5928	Q09028	32	11	11	3	3	0	4	0	0	0	0
CDKN2A	1029	P42771	32	4	7	7	7	0	7	0	0	0	0
VDAC2	7417	P45880	32	11	4	4	2	1	10	0	0	0	0
PPFIBP1	8496	Q86W92	32	15	10	3	1	0	3	0	0	0	0
SLK	9748	Q9H2G2	32	10	7	3	1	0	11	0	0	0	0
CNOT1	23019	A5YKK6	32	9	11	4	3	0	5	0	0	0	0
GMPPA	29926	Q96IJ6	32	11	7	1	5	0	8	0	0	0	0
ALDH7A1	501	P49419	32	14	7	3	1	1	6	0	0	0	0
CAPN1	823	P07384	32	19	8	1	3	0	1	0	0	0	0
STAT1	6772	P42224	32	13	7	1	1	0	10	0	0	0	0
EIF3H	8667	O15372	32	17	8	4	1	0	2	0	0	0	0
GSR	2936	P00390	32	17	7	2	1	0	5	0	0	0	0
PROM1	8842	O43490	32	17	5	1	3	2	4	0	0	0	0
NT5C2	22978	P49902	32	13	9	4	2	0	4	0	0	0	0
DDX19A	55308	Q9NUU7	32	10	11	3	2	0	6	0	0	0	0
ALDH16A1	126133	Q8IZ83	32	16	9	1	2	0	4	0	0	0	0
DPEP1	1800	P16444	32	17	3	3	5	0	4	0	0	0	0
ESD	2098	P10768	32	14	8	2	4	0	4	0	0	0	0
RPS4Y1	6192	P22090	32	17	8	2	2	0	3	0	0	0	0
DERA	51071	Q9Y315	32	16	6	2	5	0	3	0	0	0	0
PSMB8	5696	P28062	32	16	6	3	4	2	1	0	0	0	0
RAC3	5881	P60763	32	17	9	1	3	0	2	0	0	0	0
HBA1	3039	P69905	31	6	7	4	1	9	4	0	0	0	0
RPL6	6128	Q02878	31	19	5	3	1	2	1	0	0	0	0
CPNE3	8895	O75131	31	14	10	3	1	0	3	0	0	0	0
MARCKSL1	65108	P49006	31	15	6	3	1	2	4	0	0	0	0
KRAS	3845	P01116	31	17	7	3	3	0	1	0	0	0	0
ATP2B1	490	P20020	31	15	9	3	0	1	3	0	0	0	0
ACTR2	10097	P61160	31	19	8	3	1	0	0	0	0	0	0
KIF23	9493	Q02241	31	15	6	2	3	1	4	0	0	0	0
SYNGR2	9144	O43760	31	13	7	3	6	1	1	0	0	0	0
GART	2618	P22102	31	20	7	1	3	0	0	0	0	0	0
ILF2	3608	Q12905	31	14	8	2	3	0	4	0	0	0	0
NCKAP1	10787	Q9Y2A7	31	11	11	4	4	0	1	0	0	0	0
ENO3	2027	P13929	31	19	6	2	2	1	1	0	0	0	0
RAD23B	5887	P54727	31	17	7	3	2	0	2	0	0	0	0
UBE2N	7334	P61088	31	16	4	3	6	0	2	0	0	0	0
GNB2L1	10399	P63244	31	19	7	2	0	1	2	0	0	0	0
RPL18A	6142	Q02543	31	16	7	4	0	1	3	0	0	0	0
RPL27A	6157	P46776	31	12	9	2	5	1	2	0	0	0	0
TPM3	7170	P06753	31	16	9	2	2	0	2	0	0	0	0
CLIC4	25932	Q9Y696	31	13	8	3	3	0	4	0	0	0	0
RNH1	6050	P13489	31	15	7	2	1	0	6	0	0	0	0
VPS4B	9525	O75351	31	16	11	2	1	0	1	0	0	0	0
AP1B1	162	Q10567	31	17	8	3	0	0	3	0	0	0	0
USP14	9097	P54578	31	14	7	1	3	0	6	0	0	0	0
EIF2S3	1968	P41091	31	14	7	3	2	0	5	0	0	0	0
GPC1	2817	P35052	31	13	5	3	1	2	7	0	0	0	0
NOTCH2	4853	Q04721	31	10	9	4	4	0	4	0	0	0	0
HRAS	3265	P01112	31	20	4	3	2	1	1	0	0	0	0
RPS20	6224	P60866	31	14	5	3	5	0	3	0	0	0	1
SRP14	6727	P37108	31	10	9	2	4	0	6	0	0	0	0
ILK	3611	Q13418	31	9	11	1	4	0	6	0	0	0	0
PTPRF	5792	P10586	31	16	10	2	2	0	1	0	0	0	0
S100A10	6281	P60903	31	17	7	5	1	1	0	0	0	0	0
VAT1	10493	Q99536	31	10	10	4	4	0	3	0	0	0	0
CORO1C	23603	Q9ULV4	31	16	7	1	5	0	2	0	0	0	0
EPHB3	2049	P54753	31	13	10	5	1	2	0	0	0	0	0
HNRNPL	3191	P14866	31	11	9	3	4	0	4	0	0	0	0
APEH	327	P13798	31	14	10	1	1	0	5	0	0	0	0
CSNK2A1	1457	P68400	31	17	7	1	3	0	3	0	0	0	0
PLS1	5357	Q14651	31	17	10	2	1	0	1	0	0	0	0
AIMP1	9255	Q12904	31	13	8	3	2	0	5	0	0	0	0
TSPAN4	7106	O14817	31	6	12	5	0	3	5	0	0	0	0
DNM1L	10059	O00429	31	7	12	2	3	0	7	0	0	0	0
PKP3	11187	Q9Y446	31	18	8	1	2	0	2	0	0	0	0
CDCP1	64866	Q9H5V8	31	18	8	2	1	0	2	0	0	0	0
TSPAN6	7105	O43657	31	15	10	4	2	0	0	0	0	0	0
UBE2M	9040	P61081	31	18	7	1	4	0	1	0	0	0	0
LIN7C	55327	Q9NUP9	31	12	7	5	2	0	5	0	0	0	0
CTPS1	1503	P17812	31	13	7	4	2	0	5	0	0	0	0
DCTN1	1639	Q14203	31	12	7	3	3	1	5	0	0	0	0
RPL34	6164	P49207	31	14	5	5	4	1	2	0	0	0	0
TSPAN15	23555	O95858	31	16	7	0	3	0	5	0	0	0	0
DDAH1	23576	O94760	31	16	8	1	5	0	1	0	0	0	0
ACP1	52	P24666	31	13	8	1	5	0	4	0	0	0	0
BLVRA	644	P53004	31	13	8	5	2	0	3	0	0	0	0
DTYMK	1841	P23919	31	8	10	1	2	0	10	0	0	0	0
LRP1	4035	Q07954	31	12	9	4	1	3	2	0	0	0	0
PPP6C	5537	O00743	31	10	10	5	3	0	3	0	0	0	0
PDCD10	11235	Q9BUL8	31	19	5	2	3	0	2	0	0	0	0
FH	2271	P07954	31	12	7	1	2	2	7	0	0	0	0
DNAJC13	23317	O75165	31	13	9	2	2	0	5	0	0	0	0
C20orf3	57136	Q9HDC9	31	11	8	4	4	0	4	0	0	0	0
EFHD2	79180	Q96C19	31	18	4	3	3	0	3	0	0	0	0
GMDS	2762	O60547	31	16	9	1	2	0	3	0	0	0	0
PVRL2	5819	Q92692	31	13	7	2	1	0	8	0	0	0	0
COPB2	9276	P35606	31	15	8	2	3	0	3	0	0	0	0
PITPNB	23760	P48739	31	13	11	1	2	1	3	0	0	0	0
PRPF40A	55660	O75400	31	9	8	3	5	0	6	0	0	0	0
LIMA1	51474	Q9UHB6	31	11	7	3	5	0	5	0	0	0	0
AGR2	10551	O95994	31	13	2	2	5	0	9	0	0	0	0
EHD1	10938	Q9H4M9	30	12	9	2	3	3	1	0	0	0	0
RPL18	6141	Q07020	30	14	9	2	2	2	1	0	0	0	0
SLC44A2	57153	Q8IWA5	30	15	11	3	0	0	1	0	0	0	0
TUBB2A	7280	Q13885	30	12	8	2	3	0	5	0	0	0	0
ST13	6767	P50502	30	16	7	5	1	0	1	0	0	0	0
TUBA1C	84790	Q9BQE3	30	15	8	5	2	0	0	0	0	0	0
OLA1	29789	Q9NTK5	30	18	6	1	2	0	3	0	0	0	0
COL6A1	1291	P12109	30	3	9	3	5	7	3	0	0	0	0
PACSIN2	11252	Q9UNF0	30	13	7	5	1	0	4	0	0	0	0
RPS14	6208	P62263	30	14	9	3	2	0	2	0	0	0	0
SCRIB	23513	Q14160	30	14	8	4	2	0	2	0	0	0	0
EHD3	30845	Q9NZN3	30	11	9	2	3	0	5	0	0	0	0
PPP1CB	5500	P62140	30	12	9	3	2	0	4	0	0	0	0
RPS25	6230	P62851	30	16	6	4	2	1	1	0	0	0	0
NQO1	1728	P15559	30	13	8	6	1	1	1	0	0	0	0
VARS	7407	P26640	30	15	7	3	3	0	2	0	0	0	0
HIST1H2AC	8334	Q93077	30	12	5	5	3	0	5	0	0	0	0
SLC12A2	6558	P55011	30	22	6	1	1	0	0	0	0	0	0
RAB11A	8766	P62491	30	19	2	4	4	1	0	0	0	0	0
NT5E	4907	P21589	30	15	5	3	1	3	3	0	0	0	0
SF3B3	23450	Q15393	30	12	7	2	0	8	1	0	0	0	0
CBR1	873	P16152	30	17	7	2	1	0	3	0	0	0	0
APRT	353	P07741	30	15	7	3	1	0	4	0	0	0	0
CAPZA2	830	P47755	30	18	7	1	1	0	3	0	0	0	0
HIST2H2BE	8349	Q16778	30	15	5	4	4	0	2	0	0	0	0
RUVBL2	10856	Q9Y230	30	18	9	1	1	1	0	0	0	0	0
ATP6V1A	523	P38606	30	17	8	3	0	0	2	0	0	0	0
MARS	4141	P56192	30	13	9	4	3	1	0	0	0	0	0
RPL19	6143	P84098	30	14	7	3	0	1	5	0	0	0	0
TTN	7273	Q8WZ42	30	14	8	3	3	0	2	0	0	0	0
NPTN	27020	Q9Y639	30	15	10	1	0	1	3	0	0	0	0
DPP4	1803	P27487	30	14	6	3	1	0	6	0	0	0	0
GFPT1	2673	Q06210	30	16	7	3	0	0	4	0	0	0	0
UPF1	5976	Q92900	30	12	9	4	2	0	3	0	0	0	0
SFN	2810	P31947	30	19	7	1	2	0	1	0	0	0	0
NEDD4	4734	P46934	30	12	5	2	5	1	5	0	0	0	0
IDI1	3422	Q13907	30	14	5	3	5	0	3	0	0	0	0
PFAS	5198	O15067	30	12	10	4	2	0	2	0	0	0	0
RPL31	6160	P62899	30	14	8	3	3	2	0	0	0	0	0
SDC4	6385	P31431	30	14	6	3	4	2	1	0	0	0	0
ATP5A1	498	P25705	30	11	8	5	1	2	3	0	0	0	0
FARSA	2193	Q9Y285	30	14	8	2	4	1	1	0	0	0	0
RAC2	5880	P15153	30	15	8	3	0	1	3	0	0	0	0
TPM1	7168	P09493	30	15	5	3	5	0	2	0	0	0	0
GMPS	8833	P49915	30	7	10	2	1	0	10	0	0	0	0
CBX3	11335	Q13185	30	9	10	2	4	0	5	0	0	0	0
TUBB8	347688	Q3ZCM7	30	15	7	2	4	0	2	0	0	0	0
KRT13	3860	P13646	30	19	4	3	2	0	2	0	0	0	0
RNPEP	6051	Q9H4A4	30	10	10	5	1	0	4	0	0	0	0
PLAA	9373	Q9Y263	30	6	10	4	4	0	6	0	0	0	0
TMED10	10972	P49755	30	10	9	3	5	0	3	0	0	0	0
CAPNS1	826	P04632	30	15	7	3	0	1	4	0	0	0	0
EIF3E	3646	P60228	30	15	7	4	2	0	2	0	0	0	0
COPS8	10920	Q99627	30	10	7	3	1	0	9	0	0	0	0
RAB22A	57403	Q9UL26	30	17	8	2	3	0	0	0	0	0	0
MYL6B	140465	P14649	30	12	7	1	4	0	6	0	0	0	0
CAMK2D	817	Q13557	30	11	6	4	2	1	6	0	0	0	0
PPP2R1B	5519	P30154	30	16	7	0	3	0	4	0	0	0	0
CMPK1	51727	P30085	30	14	7	2	3	0	4	0	0	0	0
KIRREL	55243	Q96J84	30	3	10	2	5	0	10	0	0	0	0
ECHDC1	55862	Q9NTX5	30	11	4	3	2	0	10	0	0	0	0
CRK	1398	P46108	30	14	6	4	4	0	2	0	0	0	0
SRP68	6730	Q9UHB9	30	13	7	3	2	0	5	0	0	0	0
TOP2A	7153	P11388	30	9	5	3	4	0	9	0	0	0	0
NANS	54187	Q9NR45	30	15	8	3	1	0	3	0	0	0	0
RNF213	57674	Q63HN8	30	12	8	4	3	0	3	0	0	0	0
TLN2	83660	Q9Y4G6	30	12	10	1	5	0	2	0	0	0	0
PCMT1	5110	P22061	30	13	9	3	1	0	4	0	0	0	0
RPS21	6227	P63220	30	11	6	4	5	1	3	0	0	0	0
KRT6B	3854	P04259	30	17	4	3	3	0	3	0	0	0	0
PRSS8	5652	Q16651	30	14	4	2	4	0	6	0	0	0	0
SNRPD2	6633	P62316	30	13	8	4	3	0	2	0	0	0	0
CDC42BPB	9578	Q9Y5S2	30	14	9	1	4	0	2	0	0	0	0
WDR77	79084	Q9BQA1	30	8	8	3	2	0	9	0	0	0	0
TALDO1	6888	P37837	29	12	10	4	3	0	0	0	0	0	0
STOM	2040	P27105	29	3	7	5	4	1	9	0	0	0	0
TSPAN14	81619	Q8NG11	29	19	9	1	0	0	0	0	0	0	0
CAPZB	832	P47756	29	13	7	2	4	1	2	0	0	0	0
CNDP2	55748	Q96KP4	29	13	6	3	3	0	4	0	0	0	0
HNRNPA2B1	3181	P22626	29	12	7	3	1	3	3	0	0	0	0
FSCN1	6624	Q16658	29	12	7	4	2	4	0	0	0	0	0
ACAT2	39	Q9BWD1	29	15	9	1	1	0	3	0	0	0	0
DPYSL2	1808	Q16555	29	12	5	2	4	0	6	0	0	0	0
SPTBN1	6711	Q01082	29	12	8	3	4	2	0	0	0	0	0
GNAQ	2776	P50148	29	12	8	3	3	0	3	0	0	0	0
GSTP1	2950	P09211	29	19	7	1	0	1	1	0	0	0	0
MAPK1	5594	P28482	29	11	7	3	4	0	4	0	0	0	0
SORD	6652	Q00796	29	10	5	4	4	0	6	0	0	0	0
MVP	9961	Q14764	29	15	9	1	3	1	0	0	0	0	0
NEDD4L	23327	Q96PU5	29	13	10	3	0	1	2	0	0	0	0
TUBB6	84617	Q9BUF5	29	15	7	3	2	0	2	0	0	0	0
RPS5	6193	P46782	29	15	6	4	0	2	2	0	0	0	0
RPS12	6206	P25398	29	16	5	3	2	0	3	0	0	0	0
SLC9A3R1	9368	O14745	29	14	10	3	1	0	1	0	0	0	0
SRSF3	6428	P84103	29	13	7	5	1	0	3	0	0	0	0
HIST1H2BL	8340	Q99880	29	13	8	1	3	1	3	0	0	0	0
NRP1	8829	O14786	29	10	5	3	4	1	6	0	0	0	0
SLC12A7	10723	Q9Y666	29	15	6	2	3	0	3	0	0	0	0
NUDC	10726	Q9Y266	29	12	8	3	4	0	2	0	0	0	0
TMEM2	23670	Q9UHN6	29	17	4	2	5	0	1	0	0	0	0
CACYBP	27101	Q9HB71	29	9	9	4	2	0	5	0	0	0	0
CLTCL1	8218	P53675	29	18	4	1	4	0	2	0	0	0	0
COPG1	22820	Q9Y678	29	17	7	4	1	0	0	0	0	0	0
HIST3H2BB	128312	Q8N257	29	16	7	1	4	0	1	0	0	0	0
ETF1	2107	P62495	29	18	6	2	0	0	3	0	0	0	0
TACSTD2	4070	P09758	29	12	8	2	4	0	3	0	0	0	0
STX7	8417	O15400	29	11	9	2	2	0	5	0	0	0	0
IPO7	10527	O95373	29	13	10	2	1	1	2	0	0	0	0
VPS4A	27183	Q9UN37	29	9	9	3	2	1	5	0	0	0	0
DBNL	28988	Q9UJU6	29	11	5	3	4	0	6	0	0	0	0
MCM7	4176	P33993	29	10	8	0	4	0	7	0	0	0	0
SNRNP200	23020	O75643	29	19	8	2	0	0	0	0	0	0	0
ACSL3	2181	O95573	29	12	6	2	3	0	6	0	0	0	0
FKBP1A	2280	P62942	29	14	6	4	2	0	3	0	0	0	0
HNRNPAB	3182	Q99729	29	12	6	2	2	0	7	0	0	0	0
HSPA6	3310	P17066	29	17	3	3	4	0	2	0	0	0	0
KARS	3735	Q15046	29	15	7	1	1	0	5	0	0	0	0
PLXNA1	5361	Q9UIW2	29	16	7	4	2	0	0	0	0	0	0
TBCA	6902	O75347	29	11	6	4	5	0	3	0	0	0	0
HNRNPR	10236	O43390	29	19	7	1	0	0	2	0	0	0	0
ASNS	440	P08243	29	11	10	1	5	0	2	0	0	0	0
